custid,firstorder,lastorder,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,retained,eopenrate,avg_order,paperless,city
K2D4ZQ,05/07/2007,05/07/2007,7,29.99,1,0,Surburban,1,Web,Discount,0,0,0,50.73,0,DEL
ZUN4CF,15/10/2006,16/12/2009,1,209.98,1,0,Surburban,0,Web,No Offer,1,1,17.30769231,90.59,1,BOM
HA7L95,22/11/2006,25/11/2009,3,166,0,1,Urban,0,Web,No Offer,0,1,1.960784314,63.53,0,DEL
2DHFAA,12/01/2007,02/10/2009,10,88.37,0,1,Urban,0,Phone,Buy One Get One,1,1,0,149.33,1,DEL
39CMML,25/12/2006,18/01/2007,8,336.76,0,1,Surburban,0,Phone,Discount,0,1,14.28571429,99.97,0,DEL
6BMRPY,04/04/2007,04/11/2009,1,60.71,0,1,Rural,1,Phone,Buy One Get One,0,1,10.63829787,115.96,1,DEL
H4WLGH,11/04/2007,11/04/2007,4,356.73,0,1,Surburban,0,Web,No Offer,0,0,0,27.98,0,BOM
NHKUWG,25/09/2006,25/09/2006,4,52.12,1,0,Urban,0,Phone,Discount,0,0,0,113.96,0,DEL
FY7APA,13/04/2007,18/09/2009,7,406.7,0,1,Surburban,1,Phone,Discount,0,1,10.20408163,267.6,0,BOM
4SHS8Y,16/02/2007,16/02/2007,6,277.81,1,0,Surburban,1,Multichannel,No Offer,0,1,2.222222222,24.22,0,DEL
RXMSBK,06/03/2007,14/01/2010,1,181.98,0,1,Urban,1,Web,Discount,0,1,55.81395349,151.39,1,BOM
GHMBPA,18/12/2006,15/01/2010,2,112.13,1,0,Urban,1,Web,Buy One Get One,0,1,24.48979592,222.53,0,DEL
D28LME,15/02/2007,28/08/2008,5,29.99,0,1,Rural,1,Web,No Offer,0,1,13.33333333,56.34,1,DEL
M8Q4EG,13/06/2007,12/01/2010,5,439.26,1,0,Surburban,0,Multichannel,Buy One Get One,0,1,95,54.08,0,DEL
65G389,29/03/2007,29/03/2007,8,64.16,0,1,Surburban,0,Web,Buy One Get One,0,0,0,124.49,0,DEL
KVJEXA,07/07/2006,07/07/2006,5,29.99,0,1,Surburban,0,Web,No Offer,1,0,0,40.04,0,DEL
8A342G,25/09/2006,30/05/2008,6,29.99,0,1,Urban,1,Web,Discount,0,0,0,70.71,1,DEL
7BB7ZR,08/05/2007,12/10/2009,2,591.95,0,1,Urban,1,Multichannel,Buy One Get One,0,1,33.33333333,94.99,0,DEL
65EAS4,17/08/2006,17/08/2006,8,130.31,1,0,Surburban,1,Phone,No Offer,0,0,0,28.05,0,DEL
3TNEAE,08/02/2006,11/12/2007,3,65.26,1,0,Urban,0,Web,Discount,1,0,0,163.06,1,DEL
2H4RC9,06/03/2007,16/01/2009,10,132.46,1,0,Urban,0,Phone,Buy One Get One,0,1,51.35135135,59.09,0,BOM
A7364F,09/12/2006,09/12/2006,4,225.89,1,1,Rural,1,Web,Buy One Get One,0,1,0,52.49,0,DEL
PBK32R,05/05/2007,30/08/2007,2,115.56,0,1,Surburban,1,Web,No Offer,0,0,0,77.01,1,BOM
7CBQ2W,29/09/2009,05/01/2010,8,104.94,0,1,Urban,0,Phone,No Offer,0,1,20.51282051,38.04,1,DEL
UNMYM8,20/03/2007,02/11/2009,7,69.44,1,0,Rural,0,Web,Discount,1,1,94.44444444,62.29,1,DEL
82Q7J6,20/07/2007,20/07/2007,10,47.47,0,1,Surburban,0,Phone,Buy One Get One,0,1,4.545454545,55.17,0,DEL
GKWDJY,07/02/2007,02/09/2008,1,215.08,0,1,Surburban,0,Web,Buy One Get One,1,1,17.39130435,77.39,0,DEL
GMNSTA,17/08/2006,21/12/2006,2,224.89,1,1,Urban,0,Multichannel,No Offer,0,1,6.52173913,129.75,0,DEL
Y9VA4R,26/10/2006,26/10/2006,9,201.75,1,1,Surburban,0,Phone,Buy One Get One,0,0,0,55.83,0,DEL
9P3HVN,29/04/2006,23/09/2006,5,354.03,1,0,Urban,0,Web,Discount,0,0,0,30.48,0,DEL
5PS3UW,22/06/2006,22/06/2006,10,151.43,1,0,Urban,0,Web,No Offer,0,0,0,11.85,0,DEL
TZNPMU,10/05/2006,10/05/2006,11,120.14,1,0,Urban,0,Web,Discount,0,0,0,74.48,0,DEL
BYHM8G,16/06/2007,16/06/2007,5,159.41,0,1,Surburban,1,Phone,Buy One Get One,1,0,0,25,0,DEL
EC5ERN,10/03/2006,10/03/2006,5,290.86,1,0,Urban,1,Web,No Offer,0,1,2.127659574,38.44,0,DEL
K3R5LT,18/04/2007,13/02/2009,4,87.2,0,1,Surburban,1,Phone,Buy One Get One,1,1,56.75675676,127.05,0,DEL
WKEJJN,06/03/2007,06/03/2007,11,81.06,1,0,Urban,0,Web,Discount,0,1,6.666666667,33.74,0,DEL
7MMQEQ,03/02/2007,03/02/2007,10,55.11,1,0,Urban,1,Web,Discount,0,0,0,150.72,0,BOM
WVAKEN,15/03/2007,12/01/2010,1,513.83,0,1,Surburban,1,Multichannel,Discount,0,1,9.230769231,113.24,0,DEL
K5GVT2,30/03/2007,10/04/2008,4,770.38,0,1,Rural,1,Multichannel,No Offer,0,0,0,148.08,0,DEL
ZMZ7DK,04/05/2006,04/05/2006,1,33.5,1,0,Surburban,0,Web,Discount,0,0,0,11.75,0,DEL
Z265R8,16/08/2007,14/01/2010,2,56.25,1,0,Surburban,1,Phone,Discount,0,1,100,79.84,1,BOM
T2GYG8,30/07/2007,13/08/2007,2,1093.92,1,1,Surburban,1,Web,No Offer,0,1,0,97.5,0,BOM
M8U3QB,02/11/2006,08/12/2009,1,752.8,1,1,Urban,1,Phone,No Offer,0,0,0,58.7,1,BOM
LXRHC4,03/06/2005,03/06/2005,2,199.95,1,0,Surburban,1,Phone,No Offer,0,0,0,27.3,0,DEL
LNBRUD,27/12/2005,27/12/2005,9,239.91,0,1,Rural,0,Phone,No Offer,0,1,0,27.59,0,DEL
XLFBDZ,05/11/2008,12/01/2010,8,43.16,0,1,Urban,1,Phone,No Offer,0,1,15.55555556,102.96,1,DEL
CQ3US7,19/05/2006,19/05/2006,2,418.81,0,1,Surburban,0,Multichannel,No Offer,0,1,0,51.19,0,DEL
JKBYXZ,24/02/2006,10/11/2007,9,318.52,0,1,Urban,0,Web,Buy One Get One,0,0,0,71.47,0,DEL
EGDX6M,28/02/2007,28/02/2007,1,109.26,0,1,Surburban,1,Web,Buy One Get One,1,0,0,50.56,0,BOM
EN4MUH,22/09/2006,04/01/2010,3,67.4,1,0,Surburban,0,Web,Discount,0,1,75,107.77,1,DEL
Z7ZY9P,20/04/2007,19/06/2007,9,135.02,1,0,Surburban,1,Web,Buy One Get One,0,1,2.222222222,72.44,0,BOM
ERXWY7,03/11/2005,17/11/2005,10,54.25,0,1,Surburban,0,Web,Discount,0,0,0,40.64,0,DEL
FA9CFV,30/03/2007,29/05/2009,3,55.34,1,0,Surburban,1,Phone,Buy One Get One,0,0,0,148.35,1,DEL
TGP5A2,21/01/2007,10/11/2008,4,297.8,1,1,Urban,0,Phone,Buy One Get One,1,0,0,64.2,0,DEL
FMY3SW,08/05/2006,04/11/2009,4,146.49,0,1,Surburban,0,Phone,Buy One Get One,0,1,4.081632653,81.08,0,DEL
SHU2VD,07/12/2006,07/12/2006,7,329.26,0,1,Urban,0,Web,Discount,0,1,0,15.21,0,BOM
H627V9,15/11/2006,15/11/2006,1,29.99,1,0,Rural,1,Phone,Discount,0,0,0,4.49,0,BOM
WFUZ8U,07/03/2007,26/09/2007,4,249.61,0,1,Urban,1,Phone,Buy One Get One,0,0,0,43.8,0,DEL
7W8BMP,05/03/2007,03/11/2008,5,39.52,1,0,Surburban,1,Phone,Discount,0,1,30.23255814,74.38,0,DEL
QM49AX,10/11/2005,10/11/2005,1,307.58,1,0,Surburban,0,Multichannel,No Offer,0,0,0,55.69,0,DEL
JYRLK2,25/10/2006,15/10/2009,6,92.32,0,1,Urban,0,Phone,Discount,0,0,0,71.65,0,DEL
9UK7YJ,12/03/2007,05/11/2009,6,464.17,0,1,Surburban,0,Multichannel,Buy One Get One,0,1,16.66666667,70.13,0,DEL
NRB8K8,29/11/2005,29/11/2005,6,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0,0,29.59,0,DEL
US5RN,07/05/2007,01/02/2009,2,435.33,0,1,Surburban,0,Web,Buy One Get One,0,0,0,46.69,0,BOM
4RAFVU,03/03/2007,31/01/2008,10,375.9,0,1,Urban,0,Web,Discount,0,1,0,67.82,0,DEL
GM44U,18/05/2008,03/01/2010,9,29.99,1,0,Urban,0,Web,Discount,0,1,59.09090909,57.22,1,DEL
3KYBN3,07/04/2006,18/01/2010,9,220.51,1,0,Urban,0,Multichannel,Discount,0,1,15.09433962,119.3,0,DEL
ETK8AW,11/07/2007,11/07/2007,5,180.28,0,1,Surburban,0,Phone,Buy One Get One,0,1,4.545454545,55.93,0,DEL
8QBYR7,17/12/2008,17/12/2008,6,78.69,0,1,Surburban,0,Phone,Discount,0,1,0,72.81,0,DEL
8Z7CKG,10/12/2006,10/12/2006,2,350.48,1,0,Urban,1,Web,Buy One Get One,0,0,0,48.47,0,DEL
Q25K8R,27/12/2006,27/12/2006,3,376.14,1,0,Surburban,0,Phone,No Offer,0,1,0,148.13,0,BOM
UZNQDU,22/03/2006,17/04/2006,1,179.63,1,0,Surburban,0,Phone,Discount,1,0,0,70.84,0,DEL
FPHN67,11/11/2006,30/01/2008,6,164.51,1,0,Surburban,0,Phone,Buy One Get One,1,1,15.2173913,111.22,1,BOM
FYHVE7,14/03/2007,03/05/2008,8,59.76,0,1,Urban,1,Web,Discount,0,0,0,27.57,1,DEL
SCXMXZ,16/03/2007,09/09/2009,11,29.99,0,1,Surburban,0,Web,Buy One Get One,0,0,0,26.32,0,BOM
DWPL92,26/09/2006,22/06/2007,2,407.64,0,1,Urban,1,Web,Buy One Get One,0,0,0,79.75,0,DEL
UWY3KK,16/04/2006,16/04/2006,1,143,0,1,Urban,0,Phone,Buy One Get One,0,0,0,72.54,0,DEL
UFLLRP,03/01/2006,23/10/2007,4,320.17,0,1,Urban,1,Phone,Discount,0,0,0,64.82,0,DEL
MEP6FK,16/05/2006,28/08/2006,1,103.07,1,0,Surburban,0,Web,Discount,0,1,0,43.61,0,DEL
WVJJ44,23/03/2007,28/12/2009,10,35.84,1,0,Urban,1,Phone,No Offer,0,1,17.30769231,71.13,0,BOM
C3KMVW,15/05/2007,11/06/2007,3,190.66,0,1,Surburban,1,Web,Buy One Get One,0,1,16.66666667,56.77,0,BOM
8PXJ72,12/04/2007,24/05/2007,2,90.91,1,0,Surburban,0,Web,Discount,0,1,0,70.79,0,BOM
L2ZNN,16/05/2007,19/06/2007,5,215.03,0,1,Urban,1,Web,No Offer,0,1,0,40.94,0,DEL
5JR3AY,12/04/2007,10/08/2007,1,856.4,0,1,Urban,1,Web,No Offer,0,1,17.39130435,82.32,0,BOM
TWKFUR,17/07/2007,22/07/2008,10,139.83,1,0,Urban,1,Phone,Discount,0,0,0,72.2,0,DEL
4PNN56,28/05/2008,18/06/2009,10,245.09,1,0,Urban,0,Multichannel,No Offer,0,1,40.90909091,89.79,0,DEL
4F3BT2,27/03/2006,18/04/2006,6,127.2,0,1,Surburban,0,Phone,No Offer,0,0,0,28.62,0,DEL
RXKZVE,03/11/2006,03/11/2006,1,470.65,1,0,Urban,0,Phone,Discount,0,0,0,91.63,0,DEL
PPDTZE,31/08/2005,28/01/2006,1,59.13,1,0,Urban,1,Web,Discount,0,0,0,52.38,0,DEL
NX7HYA,24/02/2007,29/04/2008,3,327.1,1,0,Surburban,1,Web,No Offer,0,1,13.33333333,34.95,1,DEL
9XVFJJ,14/12/2008,17/12/2009,1,399.72,1,1,Surburban,0,Phone,Discount,1,0,0,99.89,0,DEL
FB4PJW,16/12/2005,16/12/2005,3,29.99,1,0,Urban,0,Phone,No Offer,0,0,0,121.61,0,DEL
QL9PSC,02/11/2006,02/11/2006,6,398.03,1,1,Surburban,0,Phone,No Offer,0,1,0,125.92,0,DEL
DWGB2Q,15/09/2006,15/09/2006,4,134.24,0,1,Urban,0,Web,Discount,1,0,0,14.96,0,DEL
STQ4SH,07/05/2007,07/05/2007,10,290.55,0,1,Surburban,0,Web,Discount,0,1,16.66666667,50.8,1,BOM
N4VBT7,15/09/2005,04/07/2006,7,29.99,1,0,Surburban,0,Web,No Offer,0,0,0,129.44,0,DEL
W3VPAX,15/01/2007,16/11/2009,4,87.69,1,0,Surburban,0,Web,Discount,0,1,16.98113208,67.59,0,DEL
R6QJPU,19/04/2005,18/01/2010,10,335.77,0,1,Rural,0,Multichannel,Buy One Get One,0,1,24.13793103,223.44,1,DEL
7ZCEQN,27/06/2006,01/04/2008,12,465.37,0,1,Rural,1,Multichannel,No Offer,0,1,6.382978723,81.71,0,DEL
YL47UD,28/12/2006,08/01/2010,12,75.26,1,0,Urban,1,Phone,Buy One Get One,0,1,77.27272727,185.46,1,DEL
KCASF,01/05/2007,19/11/2009,10,327.18,0,1,Urban,0,Phone,Buy One Get One,0,1,9.803921569,115.79,0,BOM
ZM5BDS,04/04/2006,29/08/2006,1,188.89,0,1,Surburban,1,Web,No Offer,0,1,31.70731707,20.82,0,DEL
DJ2QXR,06/10/2006,03/11/2009,4,49.8,1,0,Urban,1,Web,Discount,0,1,63.41463415,33.07,0,DEL
2BQXSC,12/04/2006,26/04/2006,7,688.51,1,1,Rural,1,Multichannel,Buy One Get One,0,1,0,52.06,0,DEL
AMT8MV,13/02/2008,13/02/2008,3,229.42,0,1,Rural,0,Multichannel,No Offer,0,1,0,98.3,0,DEL
CXPLJB,22/08/2006,18/01/2010,1,253.18,0,1,Surburban,0,Multichannel,Discount,0,1,65.30612245,59.31,1,BOM
VUR4L4,13/08/2004,13/08/2004,2,156.4,0,1,Surburban,0,Web,Discount,0,1,34.14634146,19.68,0,DEL
QDG9MY,16/10/2006,01/01/2010,2,196.93,0,1,Rural,1,Web,Buy One Get One,0,1,72.97297297,106.23,1,DEL
CHJN4U,10/11/2006,27/04/2009,4,557.47,1,0,Urban,1,Web,No Offer,0,1,8.888888889,55.26,0,DEL
AZ8E27,14/04/2009,16/06/2009,12,177.66,1,0,Surburban,0,Phone,Buy One Get One,1,0,0,73.72,0,DEL
Z54GNQ,07/03/2007,21/09/2009,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1,35,62.32,0,DEL
9HMVH7,12/12/2004,12/12/2004,11,140.07,0,1,Urban,1,Web,Discount,0,0,0,11.25,0,DEL
JYBHXW,06/09/2006,20/03/2008,10,168.04,1,0,Urban,0,Web,No Offer,0,0,0,59.25,0,DEL
C9V4MT,20/03/2007,19/05/2007,5,173.65,1,0,Urban,0,Web,Buy One Get One,0,1,0,48.22,0,DEL
88JEZ2,26/09/2007,08/04/2008,4,164.7,1,0,Surburban,0,Phone,No Offer,0,1,100,50.35,1,DEL
FB3GAM,11/10/2007,02/11/2009,2,57.53,1,0,Urban,1,Phone,No Offer,0,1,57.5,90.62,1,DEL
XZSUKT,30/08/2006,30/08/2006,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1,11.62790698,83.03,0,BOM
NY4TW3,03/11/2005,03/11/2005,3,188.19,1,0,Urban,0,Phone,Discount,1,0,0,91.1,0,DEL
JS4MBC,06/10/2006,06/10/2006,10,29.99,0,1,Surburban,0,Web,No Offer,1,1,64.86486486,144.31,0,DEL
99TK9F,07/02/2007,27/10/2009,1,35.23,1,0,Urban,1,Phone,Discount,0,1,52.63157895,73.52,0,DEL
5YZ4UZ,05/04/2007,17/04/2008,4,63.22,1,0,Surburban,0,Web,Buy One Get One,0,1,10.86956522,52.86,0,BOM
XJSFYQ,07/03/2007,07/03/2007,4,550.59,1,0,Surburban,1,Web,No Offer,0,0,0,44.53,0,BOM
3QR9VM,12/12/2006,09/06/2009,6,232.94,1,0,Surburban,1,Multichannel,Discount,0,1,8.163265306,40.34,1,DEL
RY25HC,16/02/2009,18/01/2010,11,91.23,1,0,Urban,0,Web,Buy One Get One,0,1,82.69230769,153.76,1,MAA
LCTQVP,04/07/2007,14/11/2008,2,571.53,1,0,Rural,1,Multichannel,Buy One Get One,0,1,9.090909091,84.37,0,BOM
VGB2M5,06/12/2006,26/11/2008,1,169.31,0,1,Rural,1,Web,Buy One Get One,0,0,0,113.27,0,BOM
C35J8F,11/01/2007,01/11/2007,10,205.88,1,0,Urban,0,Phone,No Offer,0,1,39.47368421,58.94,0,DEL
YYDXWL,19/10/2009,10/11/2009,1,1281.48,1,0,Urban,1,Phone,Discount,0,1,42.42424242,70.92,0,MAA
UTPC2U,07/10/2006,07/10/2006,3,29.99,1,0,Urban,0,Web,No Offer,1,0,0,31.64,0,BOM
DJREAZ,04/03/2007,25/08/2007,3,542.16,1,0,Urban,1,Phone,Discount,1,1,32.5,126.37,0,BOM
7FE5T7,30/06/2008,18/01/2010,7,424.6,0,1,Surburban,1,Phone,Buy One Get One,0,1,36.66666667,112.45,1,BOM
H3L4LY,03/11/2007,03/11/2007,6,507.25,0,1,Urban,1,Phone,Discount,0,0,0,66.7,0,BOM
Y22C4M,05/12/2006,05/12/2006,10,29.99,1,0,Rural,0,Web,Discount,0,0,0,79.47,0,BOM
RSGREY,04/05/2007,28/05/2008,2,373.14,0,1,Urban,0,Multichannel,Buy One Get One,1,0,0,97.24,0,DEL
HB9UA9,11/12/2006,10/07/2007,7,60.02,1,0,Surburban,1,Phone,Discount,0,1,4.166666667,51.34,0,BOM
XSDMCQ,22/03/2006,22/03/2006,1,68.5,0,1,Urban,0,Phone,No Offer,0,0,0,10.59,0,DEL
YZTLRZ,15/05/2007,14/05/2009,11,37.45,0,1,Urban,0,Phone,No Offer,0,0,0,71.37,1,DEL
HPBZSK,23/12/2008,21/12/2009,2,38.34,1,0,Urban,0,Web,Buy One Get One,0,1,35.55555556,98.47,0,DEL
NHVUPZ,16/05/2007,14/03/2009,5,545.73,1,0,Surburban,1,Multichannel,Buy One Get One,0,1,71.42857143,69.88,1,BOM
VFTJAL,28/02/2007,18/11/2009,4,70.39,0,1,Surburban,1,Web,No Offer,0,1,44.89795918,59.24,1,DEL
BA9WF4,06/03/2007,06/03/2007,6,98.8,0,1,Rural,1,Phone,Discount,1,0,0,102.65,0,DEL
9LGVXN,02/09/2008,02/09/2008,9,29.99,1,0,Urban,0,Web,Buy One Get One,0,0,0,23.7,0,DEL
4E8TGD,21/04/2006,21/04/2006,5,556.5,0,1,Rural,1,Web,Discount,0,0,0,26.94,0,DEL
7PE6AR,22/08/2007,03/12/2009,4,29.99,1,0,Urban,0,Phone,Buy One Get One,0,1,91.66666667,92.48,1,DEL
NJPHTE,02/05/2006,02/05/2006,6,136.26,0,1,Rural,1,Web,No Offer,0,1,0,25.52,0,DEL
TGWTW8,28/11/2005,28/11/2005,2,936.63,1,0,Urban,1,Phone,Buy One Get One,0,1,0,15.48,0,DEL
M6PGMB,17/04/2007,18/01/2010,9,172.14,0,1,Urban,0,Phone,Discount,0,1,80.43478261,80.94,1,DEL
VVH4YT,10/09/2008,04/11/2009,2,203.52,1,1,Urban,1,Multichannel,No Offer,1,1,18.18181818,62.94,0,DEL
4HABM2,23/02/2007,28/08/2007,1,422.81,0,1,Urban,0,Phone,Buy One Get One,1,0,0,91.45,0,DEL
HD7NQU,30/08/2006,30/09/2009,10,320.11,0,1,Rural,0,Web,No Offer,0,0,0,36.31,0,DEL
5D8M6S,10/10/2009,10/10/2009,12,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1,0,40.02,0,DEL
C3D4QG,08/04/2008,08/04/2008,8,267.25,0,1,Surburban,0,Phone,Discount,0,1,10,52.28,0,BOM
T59R2Q,05/04/2007,16/11/2007,11,164.9,0,1,Surburban,0,Phone,Buy One Get One,0,0,0,57.52,1,DEL
Y3EBM4,07/09/2009,07/09/2009,11,265.39,0,1,Surburban,0,Multichannel,Buy One Get One,0,1,8.108108108,40.02,0,BOM
HAQYHL,22/01/2007,21/11/2009,9,744.22,1,0,Rural,1,Web,No Offer,0,1,30,77.21,0,DEL
YDP7LU,16/09/2005,16/09/2005,3,99.25,1,0,Surburban,1,Phone,No Offer,0,1,9.302325581,25.54,0,DEL
78EJ95,03/12/2005,03/12/2005,5,62.49,1,0,Rural,0,Web,No Offer,0,1,0,10.84,0,DEL
X2K9MM,20/02/2007,15/11/2008,4,72.66,0,1,Surburban,1,Phone,Discount,0,1,4.255319149,143.94,0,BOM
8KXDU9,26/01/2006,20/04/2007,10,333.65,0,1,Surburban,0,Web,No Offer,0,0,0,105.61,0,DEL
GJFZFD,06/07/2006,15/01/2010,7,340.18,0,1,Urban,0,Phone,No Offer,0,1,52.27272727,48.95,1,DEL
3WU4K3,13/01/2007,30/03/2009,4,300.58,0,1,Surburban,1,Web,Buy One Get One,0,1,6.818181818,62.95,0,DEL
H5KJWT,25/09/2009,25/09/2009,10,62.63,0,1,Surburban,1,Phone,Discount,0,1,6.976744186,63.36,0,BOM
GJ3JA,10/05/2007,23/11/2009,10,357.28,0,1,Surburban,0,Web,Buy One Get One,0,1,18.75,122.32,0,DEL
GFJ5ND,06/02/2007,28/03/2008,5,283.55,1,0,Urban,1,Phone,No Offer,0,0,0,50.11,0,DEL
3AYRK7,23/06/2006,23/06/2006,9,48.93,1,0,Rural,1,Phone,Buy One Get One,0,0,0,64.25,0,DEL
76LYZC,15/01/2006,05/04/2006,9,54.34,1,0,Surburban,0,Phone,Discount,1,0,0,100.9,0,DEL
YGQ6U8,08/02/2006,08/02/2006,5,247.82,1,0,Urban,0,Phone,Discount,0,1,0,30.6,0,DEL
ECZHGM,13/09/2006,29/02/2008,11,178.56,1,0,Urban,0,Phone,Discount,0,1,39.02439024,41.39,1,DEL
9W38NT,03/02/2006,03/02/2006,2,86.38,1,0,Urban,1,Web,Discount,0,0,0,53.17,0,DEL
FDJN5T,03/11/2006,03/11/2006,7,233.4,1,1,Urban,0,Multichannel,No Offer,0,1,6.976744186,143.08,0,DEL
3DFKSX,14/02/2006,14/02/2006,2,189.67,1,0,Rural,1,Web,Buy One Get One,0,1,0,49.66,0,DEL
HTQWKM,19/04/2007,19/04/2007,1,1524.15,1,0,Rural,1,Web,No Offer,0,0,0,34.14,0,BOM
QHYLTG,25/05/2006,18/01/2007,5,544.43,0,1,Urban,1,Web,Buy One Get One,0,1,6.52173913,56.98,0,DEL
JVU2AH,02/03/2007,07/10/2008,8,60.69,1,0,Urban,1,Phone,Buy One Get One,0,0,0,51.73,0,DEL
4DEM7M,22/03/2007,19/11/2007,10,57.71,0,1,Surburban,0,Web,Discount,0,0,44.44444444,126.18,1,DEL
93KACP,05/05/2006,28/10/2009,4,410.86,0,1,Urban,0,Web,No Offer,0,1,71.79487179,81.23,1,DEL
MWGUXQ,28/09/2006,10/12/2009,6,40.24,1,0,Surburban,1,Phone,Discount,0,1,7.547169811,81.32,0,BOM
8WZ8A8,09/02/2005,09/02/2005,9,535.17,0,1,Surburban,1,Web,Discount,0,0,0,31.92,0,DEL
FMEFZ7,02/02/2006,15/11/2006,3,584.63,1,1,Surburban,1,Web,No Offer,0,1,0,247.34,0,DEL
FFWE4U,09/04/2005,13/05/2005,1,29.99,1,0,Urban,1,Phone,Discount,0,1,0,13,0,DEL
Q7ACMY,05/01/2007,05/01/2007,3,1570.59,1,1,Urban,1,Web,Buy One Get One,0,1,0,58.46,0,BOM
QADEQT,23/01/2006,07/01/2010,5,119.47,1,0,Surburban,0,Phone,No Offer,0,1,9.803921569,59.07,0,DEL
89SJHQ,23/01/2009,17/08/2009,7,68.86,0,1,Surburban,0,Phone,No Offer,0,1,52.63157895,121.99,0,BOM
23PPYZ,10/09/2006,24/09/2006,3,68.81,0,1,Urban,0,Phone,Discount,0,1,0,59.12,0,DEL
YUSMJX,30/08/2006,30/08/2006,9,165.62,0,1,Urban,0,Web,No Offer,0,1,6.818181818,92.64,0,DEL
S7DA6V,22/08/2006,25/11/2008,1,686.08,1,1,Urban,1,Web,No Offer,0,1,0,64.18,0,DEL
2U2U5N,19/04/2007,09/09/2008,3,263.07,0,1,Surburban,0,Web,Buy One Get One,0,1,11.36363636,115.62,0,DEL
WJ6TZ6,20/04/2006,04/06/2008,5,568.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,0,0,77.14,1,DEL
2MFZ2Z,18/04/2007,19/08/2007,7,145.89,0,1,Urban,0,Phone,No Offer,0,1,0,132.15,0,DEL
NNERCU,05/03/2007,05/03/2007,2,190.4,0,1,Rural,1,Web,Buy One Get One,1,0,0,97.81,0,BOM
BJHU3P,22/05/2007,04/11/2009,5,964.59,0,1,Surburban,1,Phone,No Offer,0,1,34.09090909,85.14,0,DEL
53GLNJ,07/07/2006,25/12/2007,10,158.55,0,1,Surburban,0,Phone,Buy One Get One,0,1,48.64864865,75.56,0,DEL
CSTPVM,27/12/2005,07/07/2009,7,578.35,0,1,Surburban,1,Web,Discount,1,1,29.26829268,27.57,1,MAA
MZWZKN,01/03/2006,01/03/2006,7,93.33,1,0,Urban,0,Web,No Offer,0,1,18.60465116,68.47,0,DEL
YWQWA6,10/09/2007,10/09/2007,9,157.76,1,0,Urban,0,Phone,Buy One Get One,0,1,4.545454545,52.77,0,DEL
CAG6MN,23/02/2007,04/05/2007,2,762,1,0,Surburban,1,Web,Buy One Get One,0,1,0,71.37,0,DEL
SJG6A3,13/11/2007,13/11/2007,5,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1,6.52173913,62.41,0,DEL
Z6TXLP,25/01/2007,14/05/2008,2,235.19,1,0,Urban,1,Multichannel,Buy One Get One,0,1,4.255319149,57.27,0,DEL
D5RWWS,11/04/2006,27/01/2008,5,42.3,0,1,Urban,0,Phone,No Offer,0,1,0,45.1,0,DEL
YPFHGG,26/02/2007,05/01/2009,4,474.94,0,1,Urban,1,Web,Discount,0,1,51.28205128,94.88,0,BOM
MDTUQS,20/10/2004,06/12/2007,7,291.88,1,0,Urban,0,Multichannel,No Offer,0,0,8.333333333,132.52,0,DEL
WNJX5U,20/05/2007,20/05/2007,3,80.51,1,0,Surburban,1,Web,Buy One Get One,0,1,4.651162791,52.23,0,DEL
TJABJC,29/08/2006,15/11/2007,2,224.69,1,1,Urban,0,Web,Buy One Get One,0,1,0,105.81,0,BOM
9BAVEA,07/12/2007,01/10/2008,6,32.17,1,0,Urban,1,Phone,Discount,0,1,0,91.04,0,DEL
ZF8WH5,31/03/2007,13/01/2010,4,553.42,1,0,Rural,1,Web,Buy One Get One,1,1,10.16949153,72.72,1,DEL
SB6CLC,07/01/2007,15/01/2007,1,219.3,0,1,Surburban,0,Phone,Buy One Get One,0,1,0,84.04,0,DEL
2ZKCEH,06/06/2007,14/07/2008,1,200.26,1,0,Surburban,0,Multichannel,No Offer,0,0,0,69.95,0,DEL
24GUJG,25/04/2006,25/04/2006,8,1137.96,0,1,Surburban,1,Phone,Discount,0,1,16.27906977,50.91,0,DEL
E7V9DV,02/11/2006,07/06/2007,8,29.99,0,1,Urban,1,Phone,Buy One Get One,0,1,0,28.98,0,BOM
ZA5TQ,20/04/2007,31/05/2008,9,51.53,1,0,Surburban,1,Phone,No Offer,0,0,3.703703704,68.66,0,DEL
8K4TCC,01/01/2007,09/11/2009,3,177.36,0,1,Surburban,1,Web,Discount,0,0,18.75,103.12,1,DEL
XPTV6X,30/01/2007,27/09/2009,9,34.75,1,0,Urban,1,Web,No Offer,0,1,32.55813953,54.57,0,BOM
KADMSU,14/06/2008,17/04/2009,8,402.84,1,0,Surburban,0,Phone,No Offer,0,1,0,47.64,0,BOM
MEAZEK,28/12/2006,11/01/2010,1,276.21,1,0,Surburban,0,Phone,No Offer,0,1,13.79310345,139.77,1,DEL
U5NTVE,20/02/2006,20/02/2006,1,960.02,1,1,Rural,1,Web,No Offer,1,0,0,26.58,0,DEL
